ID	(x,y)	        (larg,haut)	 temps(ms)
205	(586, 389)	(38, 74)	11640
199	(703, 376)	(42, 92)	11640
213	(536, 363)	(44, 89)	11640
209	(0, 285)	(27, 61)	11640
174	(347, 273)	(30, 63)	11640
180	(836, 239)	(41, 49)	11640
110	(436, 223)	(26, 79)	11640
190	(155, 214)	(81, 84)	11640
208	(877, 142)	(19, 49)	11640
200	(0, 141)	(15, 58)	11640
74	(329, 92)	(34, 70)	11640
166	(80, 84)	(32, 65)	11640
158	(18, 58)	(29, 57)	11640
100	(467, 50)	(17, 54)	11640
68	(584, 47)	(25, 60)	11640
0	(485, 22)	(31, 101)	11640
165	(796, 19)	(100, 100)	11640
19	(645, 10)	(17, 62)	11640
203	(378, 8)	(20, 49)	11640
78	(668, 0)	(20, 48)	11640
202	(597, 0)	(21, 29)	11640
141	(568, 0)	(15, 35)	11640
173	(521, 0)	(33, 40)	11640
214	(463, 0)	(11, 14)	11640
204	(436, 0)	(32, 107)	11640
197	(325, 0)	(14, 14)	11640
211	(677, 483)	(36, 21)	11680
178	(465, 445)	(52, 59)	11680
205	(587, 390)	(37, 73)	11680
199	(703, 374)	(43, 94)	11680
213	(533, 362)	(45, 90)	11680
215	(835, 305)	(16, 14)	11680
209	(0, 285)	(28, 63)	11680
174	(347, 271)	(30, 65)	11680
180	(836, 240)	(42, 53)	11680
110	(436, 224)	(27, 78)	11680
190	(155, 214)	(81, 84)	11680
208	(877, 143)	(19, 49)	11680
200	(0, 142)	(16, 59)	11680
74	(330, 92)	(33, 69)	11680
166	(80, 84)	(32, 65)	11680
158	(18, 58)	(29, 57)	11680
100	(467, 50)	(17, 54)	11680
68	(585, 46)	(24, 61)	11680
0	(485, 22)	(31, 100)	11680
165	(796, 18)	(100, 101)	11680
19	(645, 10)	(17, 62)	11680
203	(378, 9)	(23, 48)	11680
78	(667, 0)	(21, 47)	11680
202	(597, 0)	(21, 28)	11680
141	(568, 0)	(15, 35)	11680
173	(522, 0)	(32, 40)	11680
214	(463, 0)	(11, 14)	11680
204	(435, 0)	(33, 107)	11680
197	(325, 0)	(15, 13)	11680
211	(675, 481)	(40, 23)	11720
178	(465, 446)	(52, 58)	11720
205	(587, 392)	(37, 71)	11720
199	(704, 373)	(42, 94)	11720
213	(530, 361)	(46, 91)	11720
215	(836, 309)	(15, 13)	11720
209	(0, 284)	(29, 66)	11720
174	(348, 270)	(29, 65)	11720
180	(837, 242)	(42, 49)	11720
110	(436, 225)	(28, 77)	11720
190	(155, 214)	(81, 84)	11720
208	(878, 144)	(18, 49)	11720
200	(0, 143)	(16, 59)	11720
216	(885, 111)	(11, 30)	11720
74	(331, 91)	(32, 70)	11720
166	(80, 85)	(32, 64)	11720
158	(19, 58)	(28, 57)	11720
100	(466, 51)	(18, 54)	11720
68	(585, 45)	(24, 62)	11720
0	(485, 21)	(31, 100)	11720
165	(795, 18)	(101, 99)	11720
19	(645, 10)	(17, 62)	11720
203	(378, 9)	(24, 48)	11720
78	(667, 0)	(20, 46)	11720
202	(596, 0)	(22, 28)	11720
141	(568, 0)	(15, 36)	11720
173	(522, 0)	(32, 40)	11720
214	(464, 0)	(10, 16)	11720
204	(435, 0)	(34, 107)	11720
197	(326, 0)	(14, 13)	11720
211	(674, 477)	(43, 27)	11760
178	(465, 451)	(52, 53)	11760
205	(587, 397)	(38, 73)	11760
199	(706, 370)	(40, 97)	11760
213	(525, 359)	(47, 92)	11760
209	(0, 281)	(29, 72)	11760
174	(347, 267)	(30, 64)	11760
180	(838, 245)	(42, 48)	11760
110	(436, 228)	(28, 74)	11760
190	(155, 214)	(81, 84)	11760
208	(879, 145)	(17, 48)	11760
200	(0, 145)	(17, 57)	11760
74	(333, 90)	(30, 71)	11760
166	(79, 86)	(33, 64)	11760
158	(18, 58)	(29, 57)	11760
100	(466, 51)	(17, 54)	11760
68	(585, 45)	(24, 62)	11760
0	(486, 20)	(29, 97)	11760
165	(793, 16)	(103, 126)	11760
19	(645, 10)	(17, 62)	11760
203	(378, 9)	(26, 48)	11760
78	(666, 0)	(21, 43)	11760
202	(596, 0)	(22, 28)	11760
141	(568, 0)	(15, 36)	11760
173	(521, 0)	(33, 40)	11760
214	(464, 0)	(10, 18)	11760
204	(433, 0)	(36, 110)	11760
197	(326, 0)	(15, 13)	11760
217	(134, 0)	(25, 12)	11760
211	(675, 475)	(43, 29)	11800
178	(465, 453)	(52, 51)	11800
205	(587, 400)	(39, 76)	11800
199	(706, 368)	(41, 98)	11800
213	(525, 357)	(45, 93)	11800
209	(0, 280)	(29, 74)	11800
174	(348, 265)	(29, 63)	11800
180	(838, 246)	(42, 48)	11800
110	(436, 229)	(29, 77)	11800
190	(155, 213)	(81, 85)	11800
208	(880, 145)	(16, 48)	11800
200	(0, 145)	(18, 57)	11800
74	(334, 89)	(29, 72)	11800
166	(79, 86)	(33, 64)	11800
158	(18, 58)	(29, 57)	11800
68	(585, 44)	(25, 63)	11800
0	(486, 19)	(29, 96)	11800
165	(789, 15)	(107, 130)	11800
19	(645, 10)	(17, 62)	11800
203	(379, 9)	(25, 48)	11800
78	(666, 0)	(20, 41)	11800
202	(596, 0)	(22, 28)	11800
141	(568, 0)	(15, 36)	11800
173	(522, 0)	(32, 40)	11800
214	(464, 0)	(9, 19)	11800
204	(433, 0)	(50, 112)	11800
197	(326, 0)	(15, 13)	11800
217	(137, 0)	(22, 12)	11800
211	(675, 473)	(43, 31)	11840
178	(467, 456)	(51, 48)	11840
205	(587, 403)	(39, 79)	11840
199	(706, 366)	(42, 97)	11840
213	(525, 355)	(43, 93)	11840
209	(0, 280)	(30, 75)	11840
174	(348, 264)	(29, 60)	11840
180	(839, 248)	(42, 48)	11840
110	(435, 231)	(29, 80)	11840
190	(156, 213)	(80, 85)	11840
200	(0, 146)	(18, 56)	11840
208	(881, 145)	(15, 48)	11840
74	(334, 89)	(29, 72)	11840
166	(78, 87)	(34, 65)	11840
158	(19, 58)	(28, 57)	11840
218	(465, 52)	(18, 53)	11840
68	(586, 44)	(24, 62)	11840
0	(486, 18)	(29, 96)	11840
165	(784, 15)	(112, 129)	11840
19	(645, 10)	(17, 62)	11840
203	(379, 8)	(25, 49)	11840
78	(665, 0)	(21, 41)	11840
202	(596, 0)	(22, 28)	11840
141	(568, 0)	(15, 36)	11840
173	(522, 0)	(32, 40)	11840
214	(464, 0)	(9, 19)	11840
204	(433, 0)	(36, 113)	11840
197	(326, 0)	(15, 13)	11840
217	(140, 0)	(19, 12)	11840
211	(675, 470)	(44, 34)	11880
178	(469, 459)	(49, 45)	11880
205	(587, 406)	(39, 80)	11880
199	(706, 364)	(42, 97)	11880
213	(526, 353)	(42, 94)	11880
209	(0, 280)	(30, 75)	11880
174	(348, 262)	(29, 58)	11880
180	(839, 249)	(42, 48)	11880
110	(434, 232)	(31, 83)	11880
190	(156, 213)	(80, 85)	11880
208	(882, 147)	(14, 46)	11880
200	(0, 146)	(18, 56)	11880
74	(334, 88)	(29, 73)	11880
166	(78, 88)	(34, 67)	11880
158	(18, 58)	(29, 57)	11880
218	(465, 52)	(18, 55)	11880
68	(587, 43)	(23, 63)	11880
0	(487, 17)	(28, 97)	11880
165	(780, 14)	(116, 128)	11880
19	(645, 10)	(17, 62)	11880
203	(380, 8)	(24, 49)	11880
78	(665, 0)	(21, 40)	11880
202	(596, 0)	(22, 28)	11880
141	(568, 0)	(15, 36)	11880
173	(522, 0)	(32, 40)	11880
204	(432, 0)	(40, 114)	11880
197	(326, 0)	(14, 13)	11880
217	(143, 0)	(16, 12)	11880
211	(675, 467)	(44, 37)	11920
178	(473, 462)	(45, 42)	11920
205	(587, 408)	(39, 82)	11920
199	(707, 362)	(42, 95)	11920
213	(527, 351)	(41, 92)	11920
209	(0, 280)	(30, 75)	11920
174	(348, 260)	(29, 57)	11920
180	(839, 251)	(43, 46)	11920
110	(434, 234)	(31, 84)	11920
190	(156, 213)	(80, 85)	11920
208	(883, 148)	(13, 45)	11920
200	(0, 147)	(18, 55)	11920
166	(77, 89)	(35, 67)	11920
74	(334, 88)	(29, 72)	11920
158	(18, 58)	(29, 57)	11920
218	(465, 53)	(18, 56)	11920
68	(588, 42)	(22, 63)	11920
0	(487, 16)	(27, 98)	11920
165	(777, 14)	(119, 128)	11920
19	(645, 10)	(17, 62)	11920
203	(381, 8)	(23, 49)	11920
78	(665, 0)	(20, 40)	11920
202	(596, 0)	(22, 28)	11920
141	(568, 0)	(15, 36)	11920
173	(522, 0)	(32, 40)	11920
204	(432, 0)	(40, 115)	11920
197	(326, 0)	(14, 12)	11920
178	(475, 468)	(41, 36)	11960
211	(675, 462)	(44, 42)	11960
205	(587, 413)	(38, 80)	11960
199	(708, 357)	(42, 88)	11960
213	(527, 347)	(35, 87)	11960
209	(0, 281)	(30, 74)	11960
174	(348, 258)	(30, 57)	11960
180	(840, 254)	(43, 47)	11960
110	(434, 237)	(31, 85)	11960
190	(156, 213)	(80, 85)	11960
208	(884, 149)	(12, 44)	11960
200	(0, 147)	(18, 55)	11960
166	(77, 90)	(34, 69)	11960
74	(335, 86)	(28, 73)	11960
158	(18, 58)	(29, 57)	11960
218	(465, 54)	(19, 58)	11960
68	(589, 40)	(22, 62)	11960
0	(487, 15)	(27, 99)	11960
165	(774, 13)	(122, 129)	11960
219	(881, 115)	(11, 19)	11960
220	(785, 69)	(15, 18)	11960
19	(645, 10)	(17, 62)	11960
203	(383, 8)	(21, 49)	11960
78	(664, 0)	(21, 40)	11960
202	(596, 0)	(21, 27)	11960
141	(568, 0)	(15, 36)	11960
173	(522, 0)	(32, 39)	11960
204	(432, 0)	(40, 116)	11960
221	(147, 0)	(19, 12)	11960
178	(475, 471)	(41, 33)	12000
211	(675, 459)	(44, 45)	12000
205	(587, 415)	(38, 78)	12000
199	(709, 355)	(42, 85)	12000
213	(527, 345)	(32, 84)	12000
209	(0, 280)	(30, 75)	12000
174	(348, 256)	(30, 59)	12000
180	(840, 255)	(43, 48)	12000
110	(433, 239)	(32, 85)	12000
190	(156, 213)	(80, 85)	12000
208	(884, 150)	(12, 43)	12000
200	(0, 148)	(18, 55)	12000
166	(76, 91)	(35, 69)	12000
74	(335, 85)	(27, 73)	12000
158	(18, 58)	(29, 57)	12000
218	(465, 55)	(19, 57)	12000
68	(589, 39)	(23, 61)	12000
0	(487, 15)	(26, 99)	12000
165	(773, 13)	(123, 129)	12000
219	(878, 114)	(13, 17)	12000
220	(784, 70)	(15, 15)	12000
19	(645, 10)	(17, 62)	12000
203	(385, 8)	(19, 49)	12000
78	(663, 0)	(22, 40)	12000
202	(596, 0)	(21, 27)	12000
141	(568, 0)	(15, 36)	12000
173	(521, 0)	(33, 39)	12000
204	(431, 0)	(41, 117)	12000
221	(147, 0)	(23, 12)	12000
178	(475, 473)	(40, 31)	12040
211	(675, 457)	(44, 47)	12040
205	(587, 417)	(38, 76)	12040
199	(710, 352)	(41, 86)	12040
213	(527, 343)	(31, 83)	12040
209	(0, 278)	(30, 77)	12040
180	(840, 256)	(44, 50)	12040
174	(349, 255)	(30, 60)	12040
110	(433, 240)	(31, 84)	12040
190	(156, 213)	(81, 85)	12040
208	(884, 151)	(12, 42)	12040
200	(0, 149)	(19, 57)	12040
166	(75, 92)	(36, 69)	12040
74	(335, 84)	(27, 73)	12040
158	(18, 58)	(29, 57)	12040
218	(465, 56)	(19, 57)	12040
68	(590, 38)	(22, 60)	12040
0	(486, 15)	(27, 99)	12040
165	(773, 12)	(123, 129)	12040
219	(877, 113)	(13, 16)	12040
220	(784, 71)	(13, 13)	12040
19	(645, 10)	(17, 63)	12040
203	(388, 8)	(16, 49)	12040
78	(663, 0)	(22, 40)	12040
202	(595, 0)	(21, 25)	12040
141	(568, 0)	(15, 36)	12040
173	(521, 0)	(33, 39)	12040
204	(431, 0)	(41, 117)	12040
178	(477, 476)	(37, 28)	12080
211	(675, 454)	(44, 50)	12080
205	(586, 419)	(40, 75)	12080
199	(711, 350)	(40, 88)	12080
213	(527, 341)	(29, 85)	12080
209	(0, 278)	(30, 80)	12080
180	(841, 257)	(43, 54)	12080
174	(349, 254)	(30, 61)	12080
110	(433, 241)	(31, 83)	12080
190	(156, 213)	(80, 85)	12080
208	(884, 151)	(12, 43)	12080
200	(0, 149)	(19, 59)	12080
166	(75, 93)	(35, 68)	12080
74	(335, 83)	(27, 72)	12080
158	(18, 58)	(29, 57)	12080
218	(465, 57)	(19, 57)	12080
68	(589, 37)	(23, 59)	12080
0	(486, 15)	(26, 99)	12080
165	(773, 12)	(123, 128)	12080
219	(876, 114)	(13, 14)	12080
19	(645, 10)	(17, 63)	12080
203	(390, 8)	(14, 49)	12080
78	(662, 0)	(23, 40)	12080
202	(595, 0)	(21, 24)	12080
141	(567, 0)	(15, 36)	12080
173	(521, 0)	(33, 38)	12080
204	(431, 0)	(41, 117)	12080
178	(478, 478)	(34, 26)	12120
211	(675, 452)	(44, 52)	12120
205	(586, 420)	(40, 74)	12120
199	(712, 349)	(40, 89)	12120
213	(526, 340)	(28, 85)	12120
209	(0, 278)	(30, 84)	12120
180	(841, 258)	(44, 52)	12120
174	(349, 253)	(31, 62)	12120
110	(433, 242)	(31, 82)	12120
190	(156, 213)	(80, 85)	12120
208	(884, 152)	(12, 42)	12120
200	(0, 150)	(20, 59)	12120
166	(74, 94)	(36, 68)	12120
74	(335, 82)	(27, 70)	12120
158	(18, 58)	(29, 57)	12120
218	(465, 57)	(19, 57)	12120
68	(589, 36)	(23, 60)	12120
0	(486, 14)	(26, 99)	12120
165	(773, 12)	(123, 128)	12120
19	(645, 10)	(17, 63)	12120
203	(391, 7)	(16, 50)	12120
78	(661, 0)	(23, 40)	12120
202	(595, 0)	(21, 23)	12120
141	(567, 0)	(15, 36)	12120
173	(521, 0)	(33, 38)	12120
204	(431, 0)	(42, 117)	12120
178	(482, 482)	(29, 22)	12160
211	(671, 448)	(48, 56)	12160
205	(586, 425)	(41, 73)	12160
199	(715, 346)	(37, 91)	12160
213	(524, 337)	(27, 88)	12160
209	(0, 280)	(30, 91)	12160
180	(842, 260)	(44, 52)	12160
174	(350, 251)	(30, 63)	12160
110	(433, 245)	(30, 80)	12160
190	(156, 213)	(80, 85)	12160
208	(884, 162)	(12, 32)	12160
200	(0, 151)	(20, 60)	12160
166	(73, 95)	(35, 68)	12160
74	(334, 80)	(29, 67)	12160
218	(466, 58)	(18, 56)	12160
158	(18, 58)	(29, 57)	12160
68	(589, 35)	(24, 61)	12160
0	(486, 14)	(25, 98)	12160
165	(772, 11)	(124, 127)	12160
19	(645, 10)	(18, 63)	12160
203	(393, 7)	(17, 50)	12160
78	(661, 0)	(22, 39)	12160
202	(598, 0)	(17, 22)	12160
141	(567, 0)	(15, 36)	12160
173	(521, 0)	(33, 38)	12160
204	(431, 0)	(42, 117)	12160
178	(483, 484)	(28, 20)	12200
211	(671, 447)	(47, 57)	12200
205	(586, 427)	(42, 77)	12200
199	(715, 344)	(37, 93)	12200
213	(520, 336)	(29, 89)	12200
209	(0, 281)	(30, 92)	12200
180	(843, 261)	(44, 52)	12200
174	(351, 250)	(29, 63)	12200
110	(434, 246)	(29, 79)	12200
190	(156, 213)	(80, 85)	12200
208	(884, 165)	(12, 29)	12200
200	(0, 151)	(20, 61)	12200
166	(72, 96)	(35, 67)	12200
74	(333, 79)	(30, 68)	12200
218	(466, 59)	(18, 55)	12200
158	(18, 58)	(28, 57)	12200
68	(589, 34)	(24, 62)	12200
0	(486, 13)	(24, 97)	12200
165	(772, 11)	(124, 125)	12200
19	(645, 10)	(19, 63)	12200
203	(394, 7)	(18, 50)	12200
78	(660, 0)	(22, 38)	12200
202	(598, 0)	(17, 21)	12200
141	(567, 0)	(15, 36)	12200
173	(521, 0)	(33, 38)	12200
204	(432, 0)	(41, 117)	12200
178	(483, 486)	(27, 18)	12240
211	(673, 445)	(44, 59)	12240
205	(586, 430)	(42, 74)	12240
199	(716, 343)	(36, 93)	12240
213	(517, 335)	(31, 90)	12240
222	(847, 326)	(14, 16)	12240
209	(0, 282)	(31, 92)	12240
180	(843, 262)	(44, 51)	12240
174	(351, 248)	(29, 64)	12240
110	(434, 247)	(28, 78)	12240
190	(156, 213)	(80, 85)	12240
208	(884, 171)	(12, 23)	12240
200	(0, 152)	(20, 60)	12240
166	(71, 97)	(36, 66)	12240
74	(333, 78)	(30, 68)	12240
218	(466, 59)	(18, 55)	12240
158	(18, 58)	(28, 57)	12240
223	(433, 55)	(28, 62)	12240
68	(589, 34)	(24, 62)	12240
0	(486, 12)	(24, 96)	12240
165	(772, 10)	(124, 123)	12240
203	(394, 7)	(19, 50)	12240
19	(645, 0)	(37, 73)	12240
202	(598, 0)	(17, 21)	12240
141	(567, 0)	(15, 36)	12240
173	(521, 0)	(33, 38)	12240
204	(438, 0)	(35, 68)	12240
178	(484, 489)	(25, 15)	12280
211	(673, 443)	(43, 61)	12280
205	(586, 433)	(42, 71)	12280
199	(716, 342)	(36, 94)	12280
213	(515, 333)	(31, 92)	12280
222	(847, 329)	(17, 14)	12280
209	(0, 283)	(33, 92)	12280
180	(844, 264)	(44, 50)	12280
110	(434, 249)	(28, 76)	12280
174	(352, 247)	(28, 64)	12280
190	(156, 213)	(80, 85)	12280
208	(884, 171)	(12, 23)	12280
200	(0, 153)	(20, 59)	12280
166	(71, 97)	(35, 66)	12280
74	(333, 77)	(30, 69)	12280
218	(466, 59)	(18, 55)	12280
158	(18, 58)	(28, 57)	12280
223	(435, 55)	(26, 62)	12280
68	(589, 34)	(24, 61)	12280
0	(486, 12)	(23, 94)	12280
165	(772, 9)	(124, 122)	12280
203	(395, 7)	(19, 50)	12280
19	(645, 0)	(36, 73)	12280
202	(598, 0)	(17, 21)	12280
141	(567, 0)	(15, 36)	12280
173	(521, 0)	(33, 38)	12280
204	(439, 0)	(34, 68)	12280
178	(486, 491)	(22, 13)	12320
211	(672, 441)	(42, 63)	12320
205	(587, 436)	(42, 68)	12320
199	(717, 340)	(35, 94)	12320
213	(513, 332)	(31, 92)	12320
209	(0, 285)	(34, 91)	12320
180	(844, 265)	(44, 50)	12320
110	(434, 250)	(28, 77)	12320
174	(352, 245)	(28, 64)	12320
190	(156, 213)	(80, 85)	12320
208	(885, 172)	(11, 22)	12320
200	(0, 153)	(20, 59)	12320
166	(70, 97)	(35, 66)	12320
74	(332, 76)	(31, 70)	12320
218	(467, 60)	(18, 54)	12320
158	(18, 58)	(27, 57)	12320
223	(435, 56)	(26, 63)	12320
68	(589, 33)	(24, 62)	12320
224	(771, 26)	(41, 61)	12320
225	(810, 11)	(31, 58)	12320
0	(486, 11)	(23, 93)	12320
226	(843, 8)	(53, 121)	12320
203	(396, 7)	(21, 50)	12320
19	(645, 0)	(35, 73)	12320
202	(598, 0)	(16, 21)	12320
141	(567, 0)	(15, 36)	12320
173	(521, 0)	(33, 38)	12320
204	(439, 0)	(34, 68)	12320
205	(588, 441)	(41, 63)	12360
211	(672, 436)	(41, 68)	12360
199	(717, 335)	(35, 94)	12360
213	(511, 328)	(30, 93)	12360
209	(0, 287)	(37, 91)	12360
180	(846, 268)	(44, 49)	12360
110	(435, 253)	(27, 84)	12360
174	(353, 242)	(28, 60)	12360
190	(156, 213)	(80, 85)	12360
200	(0, 154)	(20, 58)	12360
166	(69, 98)	(34, 65)	12360
74	(332, 75)	(32, 71)	12360
218	(467, 61)	(18, 57)	12360
158	(18, 58)	(27, 58)	12360
223	(437, 57)	(24, 66)	12360
68	(589, 32)	(24, 62)	12360
224	(768, 25)	(41, 62)	12360
225	(808, 10)	(32, 59)	12360
0	(487, 9)	(22, 94)	12360
226	(843, 7)	(51, 121)	12360
203	(396, 7)	(24, 50)	12360
19	(645, 0)	(34, 73)	12360
141	(567, 0)	(15, 36)	12360
173	(521, 0)	(33, 38)	12360
204	(439, 0)	(36, 68)	12360
227	(162, 0)	(19, 10)	12360
205	(588, 444)	(42, 60)	12400
211	(671, 433)	(41, 71)	12400
199	(718, 333)	(34, 91)	12400
213	(511, 326)	(29, 93)	12400
209	(0, 288)	(37, 90)	12400
180	(846, 269)	(45, 49)	12400
110	(435, 255)	(27, 86)	12400
174	(353, 240)	(28, 58)	12400
190	(156, 213)	(80, 85)	12400
200	(0, 154)	(20, 58)	12400
166	(69, 99)	(34, 64)	12400
74	(332, 75)	(32, 71)	12400
218	(467, 62)	(19, 57)	12400
223	(437, 58)	(25, 66)	12400
158	(17, 58)	(27, 58)	12400
68	(589, 31)	(24, 62)	12400
224	(764, 25)	(44, 62)	12400
225	(807, 10)	(33, 59)	12400
0	(487, 8)	(22, 95)	12400
203	(397, 7)	(23, 50)	12400
226	(843, 6)	(51, 122)	12400
19	(645, 0)	(33, 72)	12400
141	(567, 0)	(15, 36)	12400
173	(521, 0)	(33, 38)	12400
204	(439, 0)	(36, 68)	12400
205	(589, 446)	(41, 58)	12440
211	(670, 431)	(43, 73)	12440
199	(718, 330)	(35, 89)	12440
213	(511, 324)	(28, 92)	12440
209	(0, 289)	(37, 89)	12440
180	(847, 271)	(45, 48)	12440
110	(435, 257)	(26, 85)	12440
174	(353, 239)	(28, 56)	12440
190	(156, 213)	(80, 85)	12440
200	(0, 155)	(20, 57)	12440
166	(68, 99)	(34, 64)	12440
74	(332, 74)	(32, 72)	12440
218	(467, 63)	(19, 57)	12440
223	(437, 59)	(25, 66)	12440
158	(17, 58)	(27, 58)	12440
68	(589, 30)	(24, 62)	12440
224	(761, 24)	(46, 63)	12440
225	(805, 9)	(34, 59)	12440
0	(486, 7)	(23, 96)	12440
203	(397, 7)	(23, 50)	12440
226	(843, 5)	(50, 123)	12440
19	(645, 0)	(32, 72)	12440
141	(567, 0)	(15, 36)	12440
173	(521, 0)	(33, 38)	12440
204	(439, 0)	(36, 68)	12440
205	(589, 448)	(42, 56)	12480
211	(670, 428)	(43, 76)	12480
199	(718, 328)	(35, 86)	12480
199	(724, 384)	(10, 20)	12480
213	(510, 322)	(28, 89)	12480
209	(0, 290)	(37, 88)	12480
180	(848, 272)	(45, 49)	12480
110	(435, 259)	(26, 85)	12480
174	(353, 237)	(28, 56)	12480
190	(156, 213)	(80, 85)	12480
200	(0, 155)	(20, 59)	12480
166	(68, 100)	(34, 66)	12480
74	(332, 74)	(33, 72)	12480
218	(467, 63)	(19, 58)	12480
223	(438, 59)	(25, 66)	12480
158	(17, 58)	(28, 58)	12480
68	(589, 29)	(24, 61)	12480
224	(759, 24)	(47, 63)	12480
225	(805, 9)	(35, 59)	12480
0	(486, 7)	(22, 96)	12480
203	(398, 6)	(22, 51)	12480
226	(842, 4)	(52, 124)	12480
19	(645, 0)	(31, 72)	12480
141	(567, 0)	(15, 35)	12480
173	(521, 0)	(33, 38)	12480
204	(439, 0)	(36, 68)	12480
205	(590, 450)	(41, 54)	12520
211	(669, 426)	(43, 78)	12520
228	(718, 325)	(36, 85)	12520
199	(725, 380)	(9, 21)	12520
213	(508, 320)	(29, 86)	12520
209	(0, 291)	(38, 87)	12520
180	(849, 274)	(45, 48)	12520
110	(435, 260)	(26, 86)	12520
174	(354, 236)	(30, 57)	12520
190	(156, 213)	(81, 85)	12520
200	(0, 156)	(20, 61)	12520
166	(68, 101)	(34, 67)	12520
166	(72, 126)	(17, 33)	12520
74	(332, 73)	(33, 72)	12520
218	(467, 64)	(19, 58)	12520
223	(438, 60)	(25, 66)	12520
158	(17, 58)	(28, 59)	12520
68	(590, 27)	(24, 61)	12520
224	(757, 23)	(47, 64)	12520
225	(804, 9)	(34, 59)	12520
0	(486, 6)	(22, 97)	12520
203	(398, 6)	(22, 50)	12520
226	(840, 4)	(56, 124)	12520
19	(645, 0)	(30, 72)	12520
141	(567, 0)	(15, 35)	12520
173	(521, 0)	(33, 38)	12520
204	(439, 0)	(36, 68)	12520
229	(171, 0)	(18, 10)	12520
205	(591, 455)	(42, 49)	12560
211	(669, 421)	(43, 83)	12560
228	(718, 322)	(37, 85)	12560
213	(504, 316)	(30, 82)	12560
209	(1, 293)	(40, 85)	12560
180	(852, 276)	(44, 50)	12560
110	(436, 263)	(26, 85)	12560
174	(354, 234)	(30, 59)	12560
190	(156, 213)	(81, 85)	12560
190	(172, 229)	(12, 23)	12560
200	(0, 158)	(20, 64)	12560
166	(67, 102)	(34, 70)	12560
166	(71, 127)	(18, 33)	12560
74	(333, 71)	(34, 72)	12560
218	(467, 65)	(19, 57)	12560
223	(438, 61)	(26, 65)	12560
158	(17, 59)	(28, 58)	12560
68	(591, 25)	(23, 59)	12560
224	(755, 22)	(47, 64)	12560
0	(485, 6)	(23, 96)	12560
203	(401, 5)	(19, 49)	12560
226	(804, 3)	(92, 123)	12560
19	(645, 0)	(29, 72)	12560
19	(660, 10)	(8, 23)	12560
141	(567, 0)	(15, 35)	12560
173	(521, 0)	(33, 38)	12560
204	(439, 0)	(37, 71)	12560
205	(591, 457)	(42, 47)	12600
211	(668, 419)	(43, 85)	12600
228	(718, 320)	(38, 87)	12600
213	(502, 314)	(31, 83)	12600
209	(2, 294)	(43, 84)	12600
180	(853, 277)	(43, 51)	12600
110	(436, 264)	(26, 84)	12600
174	(354, 233)	(30, 60)	12600
190	(156, 213)	(81, 85)	12600
190	(172, 229)	(12, 23)	12600
200	(0, 159)	(20, 64)	12600
166	(67, 103)	(34, 70)	12600
166	(71, 129)	(18, 31)	12600
74	(333, 70)	(35, 71)	12600
218	(467, 66)	(19, 56)	12600
218	(439, 61)	(26, 65)	12600
158	(16, 59)	(29, 59)	12600
68	(591, 25)	(23, 59)	12600
224	(755, 21)	(46, 65)	12600
0	(485, 5)	(23, 97)	12600
203	(403, 5)	(17, 48)	12600
226	(804, 3)	(92, 123)	12600
19	(645, 0)	(29, 72)	12600
19	(660, 9)	(8, 25)	12600
141	(567, 0)	(15, 35)	12600
173	(521, 0)	(33, 37)	12600
204	(439, 0)	(38, 72)	12600
205	(591, 460)	(43, 44)	12640
211	(668, 418)	(43, 86)	12640
228	(718, 319)	(39, 88)	12640
213	(498, 313)	(34, 84)	12640
209	(3, 295)	(46, 83)	12640
180	(854, 278)	(42, 51)	12640
110	(436, 265)	(27, 83)	12640
174	(354, 233)	(30, 60)	12640
190	(157, 213)	(80, 85)	12640
200	(0, 160)	(20, 64)	12640
166	(67, 104)	(34, 69)	12640
166	(71, 129)	(17, 33)	12640
74	(334, 69)	(35, 70)	12640
230	(467, 66)	(20, 56)	12640
218	(439, 62)	(27, 64)	12640
158	(16, 59)	(29, 59)	12640
68	(592, 24)	(22, 59)	12640
224	(755, 21)	(45, 64)	12640
0	(485, 5)	(23, 96)	12640
203	(406, 5)	(14, 48)	12640
226	(804, 0)	(92, 124)	12640
19	(645, 0)	(28, 72)	12640
19	(660, 9)	(8, 25)	12640
141	(567, 0)	(15, 35)	12640
173	(521, 0)	(33, 37)	12640
204	(439, 0)	(38, 73)	12640
205	(591, 463)	(44, 41)	12680
211	(668, 416)	(42, 88)	12680
228	(718, 318)	(40, 88)	12680
213	(494, 312)	(37, 84)	12680
209	(4, 296)	(49, 83)	12680
180	(855, 280)	(41, 50)	12680
110	(436, 266)	(27, 82)	12680
174	(355, 232)	(29, 60)	12680
190	(157, 213)	(80, 85)	12680
200	(0, 161)	(20, 64)	12680
166	(67, 105)	(33, 70)	12680
166	(71, 131)	(17, 33)	12680
74	(335, 68)	(35, 68)	12680
230	(439, 62)	(48, 64)	12680
158	(16, 59)	(29, 59)	12680
68	(592, 24)	(23, 60)	12680
224	(755, 20)	(44, 64)	12680
0	(485, 5)	(23, 95)	12680
203	(408, 5)	(13, 48)	12680
226	(804, 0)	(90, 122)	12680
19	(645, 0)	(27, 72)	12680
141	(567, 0)	(15, 35)	12680
173	(521, 0)	(33, 37)	12680
204	(439, 0)	(38, 74)	12680
205	(591, 466)	(45, 38)	12720
211	(668, 414)	(42, 90)	12720
